Label,channel,time,condition,total_vRNAs,cytosolic_RNAs,repSites,mol_per_repSite,repeat_exp
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_25.npz,ORFN,10,Untreated,172,155,8,2.125,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_26.npz,ORFN,10,Untreated,208,178,12,2.5,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_27.npz,ORFN,10,Untreated,218,207,5,2.2,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_28.npz,ORFN,10,Untreated,9044,5888,858,3.6783216783216783,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_29.npz,ORFN,10,Untreated,11,11,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_3.npz,ORFN,10,Untreated,296,242,17,3.176470588235294,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_30.npz,ORFN,10,Untreated,79,75,2,2,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_31.npz,ORFN,10,Untreated,191,159,12,2.6666666666666665,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_32.npz,ORFN,10,Untreated,4977,2623,139,16.93525179856115,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_33.npz,ORFN,10,Untreated,1818,1397,78,5.397435897435898,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_34.npz,ORFN,10,Untreated,1424,889,28,19.107142857142858,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_35.npz,ORFN,10,Untreated,383,318,14,4.642857142857143,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_36.npz,ORFN,10,Untreated,23,23,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_37.npz,ORFN,10,Untreated,0,0,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_4.npz,ORFN,10,Untreated,15,9,2,3,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_5.npz,ORFN,10,Untreated,28,28,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_6.npz,ORFN,10,Untreated,70,55,5,3,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_7.npz,ORFN,10,Untreated,482,310,39,4.410256410256411,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_8.npz,ORFN,10,Untreated,764,568,41,4.780487804878049,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_9.npz,ORFN,10,Untreated,834,668,47,3.5319148936170213,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_0.npz,gRNA,10,Untreated,0,0,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_1.npz,gRNA,10,Untreated,0,0,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_10.npz,gRNA,10,Untreated,59,57,1,2,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_11.npz,gRNA,10,Untreated,145,121,11,2.1818181818181817,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_12.npz,gRNA,10,Untreated,777,676,44,2.2954545454545454,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_13.npz,gRNA,10,Untreated,262,214,20,2.4,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_14.npz,gRNA,10,Untreated,169,126,13,3.3076923076923075,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_15.npz,gRNA,10,Untreated,263,212,15,3.4,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_16.npz,gRNA,10,Untreated,107,94,6,2.1666666666666665,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_17.npz,gRNA,10,Untreated,245,187,18,3.2222222222222223,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_18.npz,gRNA,10,Untreated,433,368,29,2.2413793103448274,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_19.npz,gRNA,10,Untreated,0,0,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_2.npz,gRNA,10,Untreated,4119,2626,465,3.210752688172043,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_20.npz,gRNA,10,Untreated,456,368,38,2.3157894736842106,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_21.npz,gRNA,10,Untreated,250,189,25,2.44,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_22.npz,gRNA,10,Untreated,752,476,79,3.4936708860759493,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_23.npz,gRNA,10,Untreated,211,172,18,2.1666666666666665,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_24.npz,gRNA,10,Untreated,171,145,12,2.1666666666666665,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_25.npz,gRNA,10,Untreated,234,193,17,2.411764705882353,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_26.npz,gRNA,10,Untreated,270,227,13,3.3076923076923075,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_27.npz,gRNA,10,Untreated,548,441,44,2.4318181818181817,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_28.npz,gRNA,10,Untreated,8828,5130,189,19.566137566137566,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_29.npz,gRNA,10,Untreated,39,28,4,2.75,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_3.npz,gRNA,10,Untreated,450,348,35,2.914285714285714,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_30.npz,gRNA,10,Untreated,116,99,8,2.125,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_31.npz,gRNA,10,Untreated,160,137,11,2.090909090909091,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_32.npz,gRNA,10,Untreated,743,486,49,5.244897959183674,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_33.npz,gRNA,10,Untreated,1599,1265,76,4.394736842105263,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_34.npz,gRNA,10,Untreated,354,316,16,2.375,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_35.npz,gRNA,10,Untreated,397,290,28,3.8214285714285716,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_36.npz,gRNA,10,Untreated,42,42,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_37.npz,gRNA,10,Untreated,0,0,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_4.npz,gRNA,10,Untreated,21,19,1,2,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_5.npz,gRNA,10,Untreated,18,18,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_6.npz,gRNA,10,Untreated,120,110,5,2,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_7.npz,gRNA,10,Untreated,238,210,10,2.8,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_8.npz,gRNA,10,Untreated,339,316,11,2.090909090909091,R5
CoV-FISH-01C_R2_10h_INF_00009_cleared__results_cell_9.npz,gRNA,10,Untreated,479,375,21,4.9523809523809526,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_0.npz,ORFN,10,Untreated,15,15,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_1.npz,ORFN,10,Untreated,114,106,4,2,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_10.npz,ORFN,10,Untreated,377,321,19,2.9473684210526314,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_11.npz,ORFN,10,Untreated,162,145,8,2.125,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_12.npz,ORFN,10,Untreated,89,86,1,3,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_13.npz,ORFN,10,Untreated,240,211,13,2.230769230769231,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_14.npz,ORFN,10,Untreated,562,400,36,4.5,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_15.npz,ORFN,10,Untreated,68,68,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_16.npz,ORFN,10,Untreated,17,17,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_17.npz,ORFN,10,Untreated,72,65,3,2.3333333333333335,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_18.npz,ORFN,10,Untreated,257,241,8,2,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_19.npz,ORFN,10,Untreated,414,371,18,2.388888888888889,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_2.npz,ORFN,10,Untreated,108,104,2,2,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_20.npz,ORFN,10,Untreated,59,57,1,2,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_21.npz,ORFN,10,Untreated,50,48,1,2,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_22.npz,ORFN,10,Untreated,210,180,6,5,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_23.npz,ORFN,10,Untreated,272,245,8,3.375,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_24.npz,ORFN,10,Untreated,7,7,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_25.npz,ORFN,10,Untreated,25,25,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_26.npz,ORFN,10,Untreated,230,196,14,2.4285714285714284,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_27.npz,ORFN,10,Untreated,280,228,19,2.736842105263158,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_28.npz,ORFN,10,Untreated,467,441,12,2.1666666666666665,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_29.npz,ORFN,10,Untreated,4450,3614,239,3.497907949790795,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_3.npz,ORFN,10,Untreated,62,60,1,2,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_30.npz,ORFN,10,Untreated,182,160,9,2.4444444444444446,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_31.npz,ORFN,10,Untreated,17075,11720,1193,4.4886839899413244,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_32.npz,ORFN,10,Untreated,255,245,5,2,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_4.npz,ORFN,10,Untreated,479,316,45,3.6222222222222222,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_5.npz,ORFN,10,Untreated,244,182,12,5.166666666666667,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_6.npz,ORFN,10,Untreated,262,163,17,5.823529411764706,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_7.npz,ORFN,10,Untreated,424,373,14,3.642857142857143,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_8.npz,ORFN,10,Untreated,41,34,3,2.3333333333333335,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_9.npz,ORFN,10,Untreated,376,320,24,2.3333333333333335,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_0.npz,gRNA,10,Untreated,18,18,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_1.npz,gRNA,10,Untreated,69,65,2,2,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_10.npz,gRNA,10,Untreated,465,373,40,2.3,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_11.npz,gRNA,10,Untreated,158,134,9,2.6666666666666665,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_12.npz,gRNA,10,Untreated,57,51,3,2,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_13.npz,gRNA,10,Untreated,179,154,12,2.0833333333333335,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_14.npz,gRNA,10,Untreated,436,341,37,2.5675675675675675,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_15.npz,gRNA,10,Untreated,66,60,3,2,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_16.npz,gRNA,10,Untreated,4,4,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_17.npz,gRNA,10,Untreated,113,92,9,2.3333333333333335,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_18.npz,gRNA,10,Untreated,170,151,9,2.111111111111111,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_19.npz,gRNA,10,Untreated,511,388,50,2.46,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_2.npz,gRNA,10,Untreated,251,171,15,5.333333333333333,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_20.npz,gRNA,10,Untreated,35,32,1,3,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_21.npz,gRNA,10,Untreated,110,83,11,2.4545454545454546,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_22.npz,gRNA,10,Untreated,132,113,9,2.111111111111111,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_23.npz,gRNA,10,Untreated,294,252,19,2.210526315789474,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_24.npz,gRNA,10,Untreated,7,7,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_25.npz,gRNA,10,Untreated,8,6,1,2,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_26.npz,gRNA,10,Untreated,289,242,20,2.35,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_27.npz,gRNA,10,Untreated,246,203,18,2.388888888888889,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_28.npz,gRNA,10,Untreated,426,368,25,2.32,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_29.npz,gRNA,10,Untreated,2363,1734,203,3.0985221674876846,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_3.npz,gRNA,10,Untreated,32,30,1,2,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_30.npz,gRNA,10,Untreated,304,246,28,2.0714285714285716,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_31.npz,gRNA,10,Untreated,7295,4521,336,8.255952380952381,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_32.npz,gRNA,10,Untreated,330,285,11,4.090909090909091,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_4.npz,gRNA,10,Untreated,285,226,20,2.95,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_5.npz,gRNA,10,Untreated,154,131,11,2.090909090909091,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_6.npz,gRNA,10,Untreated,35,33,1,2,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_7.npz,gRNA,10,Untreated,556,447,33,3.303030303030303,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_8.npz,gRNA,10,Untreated,42,38,2,2,R5
CoV-FISH-01C_R2_10h_INF_00010_cleared__results_cell_9.npz,gRNA,10,Untreated,196,171,12,2.0833333333333335,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_0.npz,ORFN,10,Untreated,32,27,2,2.5,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_1.npz,ORFN,10,Untreated,428,268,17,9.411764705882353,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_10.npz,ORFN,10,Untreated,7091,4480,311,8.395498392282958,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_11.npz,ORFN,10,Untreated,136,125,4,2.75,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_12.npz,ORFN,10,Untreated,18,18,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_13.npz,ORFN,10,Untreated,130,124,3,2,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_14.npz,ORFN,10,Untreated,280,232,19,2.526315789473684,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_15.npz,ORFN,10,Untreated,465,288,20,8.85,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_16.npz,ORFN,10,Untreated,77,72,2,2.5,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_17.npz,ORFN,10,Untreated,279,262,8,2.125,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_18.npz,ORFN,10,Untreated,8,8,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_19.npz,ORFN,10,Untreated,29,27,1,2,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_2.npz,ORFN,10,Untreated,162,96,5,13.2,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_3.npz,ORFN,10,Untreated,187,145,6,7,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_4.npz,ORFN,10,Untreated,8,8,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_5.npz,ORFN,10,Untreated,90,87,1,3,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_6.npz,ORFN,10,Untreated,152,108,6,7.333333333333333,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_7.npz,ORFN,10,Untreated,583,499,24,3.5,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_8.npz,ORFN,10,Untreated,85,85,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_9.npz,ORFN,10,Untreated,0,0,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_0.npz,gRNA,10,Untreated,19,19,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_1.npz,gRNA,10,Untreated,190,145,8,5.625,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_10.npz,gRNA,10,Untreated,3564,2128,230,6.243478260869566,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_11.npz,gRNA,10,Untreated,134,116,8,2.25,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_12.npz,gRNA,10,Untreated,42,36,3,2,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_13.npz,gRNA,10,Untreated,136,119,8,2.125,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_14.npz,gRNA,10,Untreated,187,160,13,2.076923076923077,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_15.npz,gRNA,10,Untreated,123,105,8,2.25,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_16.npz,gRNA,10,Untreated,53,51,1,2,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_17.npz,gRNA,10,Untreated,109,95,7,2,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_18.npz,gRNA,10,Untreated,16,16,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_19.npz,gRNA,10,Untreated,53,45,4,2,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_2.npz,gRNA,10,Untreated,69,67,1,2,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_3.npz,gRNA,10,Untreated,72,68,2,2,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_4.npz,gRNA,10,Untreated,21,21,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_5.npz,gRNA,10,Untreated,83,75,4,2,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_6.npz,gRNA,10,Untreated,36,33,1,3,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_7.npz,gRNA,10,Untreated,445,355,38,2.3684210526315788,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_8.npz,gRNA,10,Untreated,89,79,5,2,R5
CoV-FISH-01C_R2_10h_INF_00011_cleared__results_cell_9.npz,gRNA,10,Untreated,0,0,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_0.npz,ORFN,10,Untreated,69,65,2,2,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_1.npz,ORFN,10,Untreated,2,2,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_10.npz,ORFN,10,Untreated,191,129,10,6.2,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_11.npz,ORFN,10,Untreated,89,77,3,4,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_2.npz,ORFN,10,Untreated,100,90,5,2,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_3.npz,ORFN,10,Untreated,203,178,11,2.272727272727273,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_4.npz,ORFN,10,Untreated,622,494,51,2.5098039215686274,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_5.npz,ORFN,10,Untreated,326,286,17,2.3529411764705883,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_6.npz,ORFN,10,Untreated,358,283,15,5,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_7.npz,ORFN,10,Untreated,59,52,3,2.3333333333333335,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_8.npz,ORFN,10,Untreated,317,252,14,4.642857142857143,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_9.npz,ORFN,10,Untreated,126,105,8,2.625,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_0.npz,gRNA,10,Untreated,29,24,2,2.5,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_1.npz,gRNA,10,Untreated,1,1,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_10.npz,gRNA,10,Untreated,54,46,4,2,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_11.npz,gRNA,10,Untreated,121,110,5,2.2,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_2.npz,gRNA,10,Untreated,97,81,8,2,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_3.npz,gRNA,10,Untreated,226,208,7,2.5714285714285716,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_4.npz,gRNA,10,Untreated,224,212,5,2.4,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_5.npz,gRNA,10,Untreated,163,132,12,2.5833333333333335,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_6.npz,gRNA,10,Untreated,313,246,28,2.392857142857143,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_7.npz,gRNA,10,Untreated,10,10,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_8.npz,gRNA,10,Untreated,188,180,4,2,R5
CoV-FISH-01C_R2_10h_INF_00012_cleared__results_cell_9.npz,gRNA,10,Untreated,188,168,10,2,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_0.npz,ORFN,10,Untreated,897,623,80,3.425,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_1.npz,ORFN,10,Untreated,199,187,6,2,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_10.npz,ORFN,10,Untreated,1148,652,41,12.097560975609756,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_2.npz,ORFN,10,Untreated,648,526,35,3.4857142857142858,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_3.npz,ORFN,10,Untreated,3608,3229,150,2.526666666666667,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_4.npz,ORFN,10,Untreated,129,103,11,2.3636363636363638,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_5.npz,ORFN,10,Untreated,920,661,87,2.9770114942528734,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_6.npz,ORFN,10,Untreated,1048,705,76,4.5131578947368425,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_7.npz,ORFN,10,Untreated,105,86,9,2.111111111111111,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_8.npz,ORFN,10,Untreated,870,532,38,8.894736842105264,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_9.npz,ORFN,10,Untreated,238,218,10,2,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_0.npz,gRNA,10,Untreated,349,248,20,5.05,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_1.npz,gRNA,10,Untreated,156,131,12,2.0833333333333335,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_10.npz,gRNA,10,Untreated,470,321,40,3.725,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_2.npz,gRNA,10,Untreated,566,435,39,3.358974358974359,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_3.npz,gRNA,10,Untreated,2298,1980,118,2.694915254237288,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_4.npz,gRNA,10,Untreated,225,183,19,2.210526315789474,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_5.npz,gRNA,10,Untreated,1353,964,122,3.1885245901639343,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_6.npz,gRNA,10,Untreated,1030,712,90,3.533333333333333,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_7.npz,gRNA,10,Untreated,191,149,14,3,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_8.npz,gRNA,10,Untreated,326,267,25,2.36,R5
CoV-FISH-01C_R2_10h_INF_00013_cleared__results_cell_9.npz,gRNA,10,Untreated,240,226,6,2.3333333333333335,R5
CoV-FISH-01C_R2_10h_INF_00014_cleared__results_cell_0.npz,ORFN,10,Untreated,116,90,6,4.333333333333333,R5
CoV-FISH-01C_R2_10h_INF_00014_cleared__results_cell_1.npz,ORFN,10,Untreated,0,0,0,NA,R5
CoV-FISH-01C_R2_10h_INF_00014_cleared__results_cell_2.npz,ORFN,10,Untreated,416,307,33,3.303030303030303,R5
CoV-FISH-01C_R2_10h_INF_00014_cleared__results_cell_3.npz,ORFN,10,Untreated,313,204,22,4.954545454545454,R5
CoV-FISH-01C_R2_10h_INF_00014_cleared__results_cell_4.npz,ORFN,10,Untreated,330,250,27,2.962962962962963,R5
CoV-FISH-01C_R2_10h_INF_00014_cleared__results_cell_5.npz,ORFN,10,Untreated,490,367,30,4.1,R5
CoV-FISH-01C_R2_10h_INF_00014_cleared__results_cell_6.npz,ORFN,10,Untreated,147,93,6,9,R5
CoV-FISH-01C_R2_10h_INF_00014_cleared__results_cell_7.npz,ORFN,10,Untreated,31,29,1,2,R5
CoV-FISH-01C_R2_10h_INF_00014_cleared__results_cell_8.npz,ORFN,10,Untreated,43,40,1,3,R5
